"Text","Reason","Label","Source of Data","Date"
"সিলেট জেলায় রয়েছে অসংখ্য চা বাগান। এর মধ্যে মালিনীছড়া, লাক্কাতুরা চা বাগানের সৌন্দর্য অসাধারন।","","positive","FP","19/11/2020"
"সিলেট শহরে থাকার জন্য পর্যাপ্ত ব্যাবস্থা থাকলেও ট্যুরিষ্ট স্পটগুলোর কাছাকাছি ভাল মানের নিরাপদে থাকার তেমন কোন ব্যাবস্থা নেই।","","negative","FP","19/11/2020"
"যদিও কিছু কিছু জায়গায় মনোরম রিসোর্ট রয়েছে তবে তা বেশ ব্যয়বহুল।","","neutral","FP","19/11/2020"
"বেশিরভাগ জায়গার সৌন্দর্য পানির কারনেই অসাধারন হয়ে ওঠে আর যোগাযোগ ব্যবস্থাও নৌকা নির্ভর।","","positive","FP","19/11/2020"
"বাংলাদেশের সবচেয়ে খারাপ রাস্তা সম্ভবত সিলেটের এই ট্যুরিষ্ট স্পটগুলোর রাস্তা।","","negative","FP","19/11/2020"
"আবার অন্যদিকে অন্যতম সুন্দর ট্যুরিষ্ট স্পটও এগুলো। তাই ভাল কিছু দেখার জন্য কিছুটা ত্যাগ স্বীকার করতে হবে।","","positive","FP","19/11/2020"
"সিলেটের সৌন্দর্য অর্ধেক মেঘালয়ের দান। জাফলং বিছনাকান্দি গেলেই বুঝতে পারি এই মেঘালয় আসলে কতটুকু নৈসর্গিক।","","positive","FP","19/11/2020"
"এখন পানি কম তাই ট্রলার কিংবা নৌকায় যাওয়া মুশকিল হতে পারে।","","negative","FP","19/11/2020"
"বৃহত্তর সিলেট পর্যটকদের জন্য স্বর্গ।","","positive","FP","19/11/2020"
"কেউক্রাডং এর রাতের আকাশ অপরুপ। এমন আকাশ ভরা তারা, নক্ষত্র, ছায়াপথ দেখতে হলে আপনাকে কেউক্রাডং আসতে হবে। ","","positive","FP","19/11/2020"
"এই টাকায় আপনি কতটুকু ঘুরতে পারবেন তা জানা নেই। ওরা আপনাকে দামে ঠকাবে না। ওরা আপনাকে ডিস্টেন্স এ ঠকাবে।","","negative","FP","23/11/2020"
"পাতাল_কালী,😱এ যেন এক অন্য জগত গহীন অরণ্য এবং বিপদজ্জনক স্থান ","","negative","FP","23/11/2020"
"সকল জলপনা-কলপনার অবসান ঘটিয়ে অসাধারন এবং এক্সট্রিম ট্র্যাকিং করে আসলাম পাতাল_কালী_চন্দ্রনাথ_পাহাড়💚","","positive","FP","23/11/2020"
"এই ট্রেইলটা কেন জানি আমাকে টেনেছে বার বার","","positive","FP","23/11/2020"
"রূট প্ল্যান আমার কাছে সম্পুর্ন আলাদা মনে হলো এবং খুবই ইন্টারেসটিং এবং এডভেঞ্চার টাইপ মনে হলো। ","","positive","FP","23/11/2020"
"আপনি এমন এক জায়গায় পা টিপে টিপে এগুচ্ছেন যেখানে প্রতি মুহূর্তে অজানা সব শঙ্কা ওঁত পেতে আছে! ভর দুপুরেও গা ছমছমে চাপ চাপ আঁধারে ছেয়ে থাকে যে জায়গা।","","negative","FP","23/11/2020"
"নৌকায় উঠে পড়লাম।এক বোটে ৫ জন বসা যায়।  চারপাশে নদী-আকাশ-পাহাড়ের দারুন মিতালি।","","positive","FP","23/11/2020"
"আড়াই ঘন্টা পর পৌছালাম রেমাক্রি খালে। দারুন একটা জায়গা।","","positive","FP","23/11/2020"
"এটা ছিলো আমার জীবনের সবচেয়ে দীর্ঘদিনের লালিত স্বপ্নের ফসল । ","","positive","FP","23/11/2020"
"ব্যাসিকালি পিকচার দেখে লাদাখের এই ধূসর বর্ণের প্রকৃতির প্রতি আমার কখনোই তেমন কোন আকর্ষণ তৈরি হয়নি ।","","negative","FP","23/11/2020"
"আমি ওখানে গিয়েছি স্রেফ লাদাখের প্রতি মানুষের ক্রেজ দেখে। যাওয়ার পরে ফিল হয়েছে - হ্যাঁ এটা সত্যিই অতুলনীয় এবং অবর্ণনীয় সুন্দরতম একটি জায়গা । সেই সাথে ভরপুর এডভেঞ্চার ।","","positive","FP","23/11/2020"
